,Review Header,Reviews,Ratings
171,Excellent,"WHY YOU SHOULD BUY THE NOTE 5 PROThere 5 simple reasons why this phone should be on your shopping list right now.1. Brilliant Design and DisplayXiaomi is good at making dazzling phones like the Mi Mix 2. Taking cues from some of its best phones till now, Xiaomi has designed the Redmi Note 5 Pro. This phone features a sturdy build comprising a metal unibody and Corning Gorilla Glass protection at the front.No, the phone is not waterproof. However, at the given price of Rs 16,999 for the 6GB RAM variant, it is a good-looking smartphone, complete with slim bezels and an 18:9 aspect ratio. Xiaomi-Redmi-Note-5-Pro-20The display on offer is a 5.99-inch Full HD+ resolution unit that sports an IPS LCD screen. However, some might debate that the phone is tipping towards the heavier side with 181 grams of total weight. Well, I'd say that with a 4,000mAh battery, this phone just trying to justify the extra bulk by offering a longer run time.The fingerprint sensor is also placed comfortably at the back and is not out of bounds even for smaller hands.2. Brand New Qualcomm Snapdragon ProcessorIt's that the processor is the brain of a phone and the Redmi Note 5 Pro has the best brain in the entire price range. Adorned with the brand new the Qualcomm Snapdragon 636 with custom Kryo 260 cores, this phone promises almost 59% faster performance than its predecessor, the Redmi Note 4.Coupled with a massive 6GB of RAM, another great offering in this price category, this phone comes as a complete package. You can easily forget about laggy performance and longer app loading time.Xiaomi-Redmi-Note-5-Pro-18If you do not wish to spend extra bucks, then you can always opt for its cheaper 4GB version with the same processor.3. Best In-class CamerasAnother feather in its cap is the dual camera at the back. Although it does look like a straight copy of the iPhone X camera module, the performance of this camera speaks a lot for itself.Xiaomi-Redmi-Note-5-Pro-3First up, you get EIS or electronic image stabilization for videos. And secondly, you also get automatic low-light image enhancement achieved using the PDAF sensor. There is a lot you can do with the Note 5 dual camera. Its hidden features are a treasure trove that you should definitely check out.Xiaomi Redmi Note 5 Pro Camera SpecificationsRear Camera	5MP Samsung depth sensor+12MP Sony IMX486 sensorFeatures	1.25 µm Large Pixels, LED flash, PDAFEIS	YesSelfie Camera	20MP Sony IMX376 sensorFeatures	1.12µm Large Pixels, LED flash4. Overheating Protection SystemHeat is one of the biggest enemies of modern smartphones. It results in lowered performance and could also sour user's experience. To counter this issue, Xiaomi has introduced a dual-thermal design based overheat protection system with the Redmi Note 5 Pro.This comprises of two sheets of pyrolytic graphite sheets that help dissipate heat from the processor and other components and directs it towards its metallic body. It acts as a radiator and helps lower the device's temperature by 2°C.Xiaomi-Redmi-Note-5-Pros-cons-2This is something that Xiaomi has been working on since last year and the Redmi Note 4 also came with a pyrolytic graphite. However, it was only limited to one place, at the back of the device.5. Love for Selfies The Redmi Note 5 Pro is nothing but good news for the selfie lovers. It comes with a moonlight selfie flash, which is essentially meant to brighten your selfies in low light. It's placed right beside the front camera.Xiaomi-Redmi-Note-5-Pros-cons-3The front camera lets you take shots in the portrait mode or get the elusive bokeh effect. Despite the fact that there is just one camera at the front, this phone manages to achieve this effect using software-based enhancements. It's pretty close to the real deal.",5.0
172,Terrific,Fall in love..😍😍I've have no word to describe....,5.0
173,Just wow!,A very good product..I m very happy.,5.0
174,Must buy!,"Redmi note 5 pro is amazing super smartphone from xiaomi, Mi is the brand in india, in low budget mi high specification & great battery backup                           Redmi note 5 pro                                                         Display =10 /9                                                              Camera 10/9                                                                Battery =10/9                                                              Speaker =10/8                                                              Inbuild =10/10                                                              This is best & Mi is always is the best                           Mi is always observed what mi fans want from mi that why his father of A others smartphone I'm big fan of xiaomi, Mi india",5.0
175,Must buy!,Simply Awesome....Beast,5.0
176,Best in the market!,Superb phone at that price point,5.0
177,Worthless,"don't buy , they provide used phone with proper packaging",1.0
178,Brilliant,very nice phone Redmi Note5Pro good phone .very nice capture photo front camera very very nice 20 mp and rear camera 12+5 very cool nice capture all bookeh effects   nice performance and many more thanks Flipcart very fast delivery within 2 days in my kolkata location 23rd may order and 26th may delivery date but Flipcart too good delivery service  before my delivery date Thanks Flipcart.👌👌👌💐💐,5.0
179,Decent product,Best Mobile under ₹ 15000.😊,3.0
180,Delightful,Great phone and camera..,4.0
181,Pretty good,mi A2 and note 6 launching please stop falling into this phone there are more advanced features in A2 and note 6 . In future don't regret . which I feel at this stage 😣,4.0
182,Expected a better product,when I order first time there is battery problem with charging second order it getting heated while charging but thanks too flipkart he just replaced and refunded money in my wallet.,2.0
183,Bad quality,The battery backup is really poor the battery is draining so quickly that now I requested for exchange ..,2.0
184,Must buy!,"Best under 15k budget segment phone 2018 is Xiaomi mi note 5 pro.This is a great camera, super performance and really budget segment phone.High quality sd636 processor and font 20mp with rear 12mp+5mp dual camera performance is just wow.Latest miui 10 update totally upgraded this phones 📷 camera and all types of performance.",5.0
185,Excellent,Outstanding phone in this price segment no comparison.. hats off 👏👏 team xiaomi,5.0
186,Could be way better,this rating is not for the product. i m rating the flipkart's service they don't listen and take any action...i m very unsatisfied from the return policy of flipkart. automatically rejected my return complaint without taking any action... shame on you flipkart :-(,2.0
187,Super!,"I have been using this phone for 25 days now... & frankly speaking I am quite amazed by the overall performance of this phone. To begin with Flipkart delivery was fast. I bought this during the MI 4th anniversary sale & didn't face any problem getting this phone in stock. Was delivered within 3 days. I was waiting since long for the launch of launch Nokia x6 but now I am glad that I didn't wait any longer. To begin with 1) The build quality is good. Though it has the same metallic back as for all redmi phones, I am using it with the soft plastic case provided within the box and it looks very premium with the cover which gives it a shiny glassback type look (I have the black model). 2) The touch and display is awesome. Touch feels smooth and though it is an IPS LCD display the colors are very punchy, specially when seen from a direct angel. With the 18:9 aspect ratio the display looks very cool. 3)Processing speed is nice, though PUBG is not available is extreme graphics and HDR ON but it runs pretty smoothly. I am nt much of a mobile gamer, so for daily activities like surfing, whatsapp, youtube this processor is far more than enough. 4) Battery is 4000 mAH. Nothing extraordinary specially if u have already used a Redmi phone before. With moderately heavy usage (gaming, surfing, youtube, calls) the battery will last for about 24hrs. But on the other hand it charges fast also. Though a lot of ppl complained that it doesn't have a USB-c port and we arn't provided with a fast charger in the box, I found even with the stock charger it charges in about 2.5 hrs from 15% to 100%. So can't complain about that. 5) Now coming to the focus point of this mobile - the reason everyone is buying this phone - THE CAMERA. The camera is 5/5, specially considering the price point. I have taken a few samples which I have attached (all the photos are unedited/no postprocessing with 3rd party app/software). The camera really shines in Day/Bright light photography. The portrait mode is also superior to many of the much costlier phones. In portrait it uses a linear algorithm which gives a very natural DSLR type bokeh effect. The best part is even without the portrait mode u can get the blurring effect if the focus subject is very close to the camera which is because of the aparture f2.0. Though the colors are a bit dull in normal photos (compared to oneplus 6 or honor phones) but u can easily add a filter while taking the photo which makes the colors pop out. Coming to the front camera, it has one of the best front camera that I have seen. If u are a selfie addict then u are in for a treat. The beauty mode makes ur skin look smoother and overall gives a dreamy look to the pic (which makes it look a little unnatural at times). It also has a dedicated front camera flash which makes it very handy if u are taking selfie at low light (in a nightclub or in streets). The low light photography is not that good in this camera (back or front) with a lot of noise (but isn't that the case with almost all the budget and even some flagship phones) . But a simple solution to that is - Select the manual mode, set ISO to low level (somewhere between 100-400 depending upon the situation), and use the flash. By using flash it can take superb photos even in dark surroundings. The videos quality is not good at all as the contrast is poor and everything looks dull and washed out. If u plan to take a lot of videos then this phone is not for u. 6) I have heard a lot of ppl complaining about the OS but just after 3days of buying I got the Oreo 8.1 update and I really like the MIUI 9.5 that I am using now. It is highly customizable and using different themes and 3rd party apps (no root needed) u can get different looks. (for example I am using a custom Pixel 2 launcher and live wallpaper that gives a very clean stock android type experience)...... Apart from the above mentioned points other things are ok in this phone... Sound output is good, speaker loudness and clarity is OK, screen doesn't catch a lot of smudged/scratches (Though a screen protector is absolutely recommended) etc. In conclusion this is a very good value for money phone specially if you like to take a lot of photos (portrait and normal). There are other phones in the market which has one or other qualities better than this phone but Redmi Note 5 pro ticks all the right boxes which makes it the budget king that it is today. If your budget is around 15K and you like taking photographs, go for this 'jack of all trades'.",5.0
